id,query,category,has_ai_overview,ai_overview_text,ai_overview_urls,seo_urls,overlap_count,overlap_ratio,crawled_at
11,파킨슨병이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31983|https://www.snumdc.org/movement-disorders/parkinson-disease/introduction/|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5809|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000127|http://www.samsunghospital.com/dept/medical/diseaseSub03View.do?content_id=56&DP_CODE=CIC&MENU_ID=004027015&ds_code=D0003410|https://namu.wiki/w/%ED%8C%8C%ED%82%A8%EC%8A%A8%EB%B3%91|https://www.khna.or.kr/homecare/04_nerve/parkinson01.php|https://www.msdmanuals.com/ko/home/%EB%87%8C-%EC%B2%99%EC%88%98-%EC%8B%A0%EA%B2%BD-%EC%9E%A5%EC%95%A0/%EC%9A%B4%EB%8F%99-%EC%9E%A5%EC%95%A0/%ED%8C%8C%ED%82%A8%EC%8A%A8%EB%B3%91-pd|https://blog.naver.com/happydrh/223623651211,0,0.0,2026-03-23T02:32:20.592905
12,루푸스란 무엇인가?,정의형,False,,,https://www.snuh.org/health/nMedInfo/nView.do?medid=AA000051|https://www.niams.nih.gov/ko/health-topics/lupuseu|https://kids.britannica.com/students/article/Lupus/341215|https://namu.wiki/w/%EB%A3%A8%ED%91%B8%EC%8A%A4|https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30802|https://blog.naver.com/totalspine1/223357354680?viewType=pc|https://www.kumc.or.kr/seasonPress/KUMM_vol24/kumm21.jsp|https://mjh.or.kr/rheumatism/health/class/lupus.do|https://rheumanet.co.kr/lupus|https://helpline.kdca.go.kr/cdchelp/ph/rdiz/selectRdizInfDetail.do?fixOpenType=PRINT&rdizCd=RA201710092,0,0.0,2026-03-23T02:32:49.295197
13,크론병이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31397|https://www.kumc.or.kr/seasonPress/KUMM_vol16/kumm31.jsp|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000324|https://namu.wiki/w/%ED%81%AC%EB%A1%A0%EB%B3%91|https://www.colon.or.kr/colonlife_new/bbs/index.kin?category_id=&page_id=&bbs_mode=view&f_wbcode=board_story_1&f_master_idx=43&f_template_type=list|https://www.msdmanuals.com/ko/home/%EC%86%8C%ED%99%94-%EC%9E%A5%EC%95%A0/%EC%97%BC%EC%A6%9D%EC%84%B1-%EC%9E%A5%EC%A7%88%ED%99%98-ibd/%ED%81%AC%EB%A1%A0%EB%B3%91|https://www.kasid.org/board/health-info/view/2200?gubun=|https://ko.wikipedia.org/wiki/%ED%81%AC%EB%A1%A0%EB%B3%91|http://www.metrohosp.com/sub05/healthguide_contents.php?idx=9100,0,0.0,2026-03-23T02:33:18.641544
14,과민성대장증후군이란 무엇인가?,정의형,False,관련 링크,,https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000296|https://namu.wiki/w/%EA%B3%BC%EB%AF%BC%EC%84%B1%20%EB%8C%80%EC%9E%A5%20%EC%A6%9D%ED%9B%84%EA%B5%B0|https://mjh.or.kr/digestion/disease/index.do?proc_type=view&midx=95&prepage=%2Fdigestion%2Fdisease%2Findex.do|https://www.nkhospital.net/v3/board.php?code=50&bidx=1301|https://m.blog.naver.com/knumc2114/221781248929|https://www.msdmanuals.com/ko/home/%EC%86%8C%ED%99%94-%EC%9E%A5%EC%95%A0/%EA%B3%BC%EB%AF%BC%EC%84%B1-%EC%9E%A5%EC%A6%9D%ED%9B%84%EA%B5%B0-ibs/%EA%B3%BC%EB%AF%BC%EC%84%B1-%EC%9E%A5%EC%A6%9D%ED%9B%84%EA%B5%B0-ibs|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5250|https://gs.severance.healthcare/gs/doctor/board_disease.do?mode=view&articleNo=123886&title=%EA%B3%BC%EB%AF%BC%EC%84%B1+%EB%8C%80%EC%9E%A5+%EC%A6%9D%ED%9B%84%EA%B5%B0+%5BIrritable+bowel+syndrome%5D|https://www.emc.ac.kr/clinic/clinic_pg01_01_08.jsp?str_page=2&dept=ABPAAA&board_sequence=1530&board_code=BOARD_99,0,0.0,2026-03-23T02:33:48.515530
15,역류성식도염이란 무엇인가?,정의형,False,관련 링크,,http://www.samsunghospital.com/dept/medical/diseaseSub03View.do?content_id=256&DP_CODE=CIC&MENU_ID=004027015&ds_code=D0001703|https://www.cmcseoul.or.kr/healthcare/bbs/view.do?idx=83|https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31526|https://www.e-hyemin.co.kr/html/?pmode=bbsdat&spag=spag00001&smode=view&seq=671|https://blog.naver.com/mohw2016/223306669104|https://namu.wiki/w/%EC%97%AD%EB%A5%98%EC%84%B1%20%EC%8B%9D%EB%8F%84%EC%97%BC|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000599|https://jyhospital.com/%EC%97%AD%EB%A5%98%EC%84%B1-%EC%8B%9D%EB%8F%84%EC%97%BC-reflux-esophagitis/|https://g.newyjh.com/disease/disease_info01.php,0,0.0,2026-03-23T02:34:19.649146
16,골다공증이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31611|https://www.niams.nih.gov/ko/health-topics/osteoporosis|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5833|https://www.koreanosteoporosis.or.kr/general/sub01.html|https://www.nongmin.com/article/20210709341373|https://www.cmcseoul.or.kr/healthcare/bbs/view.do?idx=133&search=&curPage=2&keyword=|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000259|https://www.koa.or.kr/general/info/?p=index_17_1&dep1=11&dep2=1|https://m.blog.naver.com/knumc2114/222976653041|http://www.samsunghospital.com/dept/medical/dietarySub01.do?content_id=610&DP_CODE=DD2&MENU_ID=002052&ds_code=D0000275,0,0.0,2026-03-23T02:34:47.370022
17,류마티스관절염이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30822|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000052|https://mjh.or.kr/rheumatism/health/class/rheumatoid-arthritis01.do|https://www.doctorsnews.co.kr/news/articleView.html?idxno=75372&sc_word=8%&sc_word2=|http://xn--289ako46k89ibxcyuwcsd.com/index.php?idx=c65041d04312d9/c65041d36312f7|https://namu.wiki/w/%EB%A5%98%EB%A7%88%ED%8B%B0%EC%8A%A4%20%EA%B4%80%EC%A0%88%EC%97%BC|https://www.snubh.org/dh/main/index.do?DP_CD=IMJ&MENU_ID=004|https://blog.naver.com/rheuminfo/221997164762|https://www.niams.nih.gov/ko/health-topics/lyumatiseu-gwanjeolyeom|https://tophospital.co.kr/m/health_info/health-plus.html?bmain=view&uid=9|http://www.samsunghospital.com/m/healthInfo/content/contenView.do?CONT_SRC_ID=33875&CONT_SRC=HOMEPAGE&CONT_ID=6708&CONT_CLS_CD=001020001005|https://severance.healthcare/health/encyclopedia/disease/disease.do?mode=view&articleNo=67064&title=%EB%A5%98%EB%A7%88%ED%8B%B0%EC%8A%A4%EA%B4%80%EC%A0%88%EC%97%BC+%5BRheumatoid+arthritis%5D,0,0.0,2026-03-23T02:35:12.097523
18,아토피피부염이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31519|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000394|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6582|https://www.atopy-inside.co.kr/what-is-atopic-dermatitis|https://health.dobong.go.kr/Contents.asp?code=10008254|https://www.niams.nih.gov/ko/health-topics/atopi-pibuyeomi|https://namu.wiki/w/%EC%95%84%ED%86%A0%ED%94%BC%EC%84%B1%20%ED%94%BC%EB%B6%80%EC%97%BC|https://www.msdmanuals.com/ko/home/%ED%94%BC%EB%B6%80-%EC%A7%88%ED%99%98/%EA%B0%80%EB%A0%A4%EC%9B%80%EC%A6%9D-%EB%B0%8F-%ED%94%BC%EB%B6%80%EC%97%BC/%EC%95%84%ED%86%A0%ED%94%BC-%ED%94%BC%EB%B6%80%EC%97%BC-%EC%8A%B5%EC%A7%84|https://ko.wikipedia.org/wiki/%EC%95%84%ED%86%A0%ED%94%BC|https://www.jesushospital.com/post/3340,0,0.0,2026-03-23T02:35:48.980350
19,건선이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31548|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000201|https://www.msdmanuals.com/ko/home/%ED%94%BC%EB%B6%80-%EC%A7%88%ED%99%98/%EA%B1%B4%EC%84%A0-%EB%B0%8F-%EC%9D%B8%EC%84%A4%EC%84%B1-%EC%9E%A5%EC%95%A0/%EA%B1%B4%EC%84%A0|https://www.schmc.ac.kr/bucheon/selectBbsNttView.do?key=1006&bbsNo=203&nttNo=144492&searchCtgry=&searchCnd=ALL&searchKrwd=&pageIndex=1&integrDeptCode=|https://www.snuh.org/board/B003/view.do?viewType=true&bbs_no=6490|https://health.severance.healthcare/health/encyclopedia/disease/disease.do?mode=view&articleNo=66951&title=%EA%B1%B4%EC%84%A0+%5BPsoriasis%5D|https://www.khmc.or.kr/busok/sense/sence34_18.htm|https://ch.cauhs.or.kr/home/conts/105001031005003.do,0,0.0,2026-03-23T02:36:23.164297
20,백내장이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31147|http://www.samsunghospital.com/dept/medical/diseaseSub03View.do?content_id=445&DP_CODE=OPH&MENU_ID=003018|https://www.msdmanuals.com/ko/home/%EB%88%88-%EC%9E%A5%EC%95%A0/%EB%B0%B1%EB%82%B4%EC%9E%A5/%EB%B0%B1%EB%82%B4%EC%9E%A5|http://eye100.co.kr/doc/cataract08.php|https://ko.wikipedia.org/wiki/%EB%B0%B1%EB%82%B4%EC%9E%A5|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000382|https://coopervision.co.kr/eye-health-and-vision/cataracts|https://www.snubh.org/dh/main/index.do?DP_CD=OT&MENU_ID=005|https://www.knuh.or.kr/hospitalinfo/hospitalinfo_03_01_view.asp?idx=22600|http://finevision.co.kr/main/cataract.php|https://central-eye.co.kr/%EB%B0%B1%EB%82%B4%EC%9E%A5%C2%B7%EB%85%B8%EC%95%88%EA%B5%90%EC%A0%95/%EB%B0%B1%EB%82%B4%EC%9E%A5%EC%9D%B4%EB%9E%80/|https://blog.naver.com/ilsanpaik100/224010422497?fromRss=true&trackingCode=rss,0,0.0,2026-03-23T02:36:52.894345
21,녹내장이란 무엇인가?,정의형,False,관련 링크,,http://www.cnuhh.com/health/disease.cs?act=view&infoId=249&searchKeyword=&searchCondition=&pageIndex=9|https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31152|https://blog.naver.com/mykbsmc2780/221849669664|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000376|https://www.msdmanuals.com/ko/home/%EA%B8%B0%EB%B3%B8-%EC%A0%95%EB%B3%B4-%EB%88%88-%EC%9E%A5%EC%95%A0/%EB%85%B9%EB%82%B4%EC%9E%A5/%EB%85%B9%EB%82%B4%EC%9E%A5|https://ko.wikipedia.org/wiki/%EB%85%B9%EB%82%B4%EC%9E%A5|http://www.samsunghospital.com/dept/medical/diseaseSub03View.do?content_id=457&DP_CODE=OPH&MENU_ID=003018&ds_code=D0000627|https://coopervision.co.kr/eye-health-and-vision/glaucoma|https://www.knuh.or.kr/healthinfor/healthinfor_01_view.asp?bid=8&tid=&idx=22424&smode=&skey=,0,0.0,2026-03-23T02:37:58.419411
22,황반변성이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31165|https://m.blog.naver.com/knumc2114/222961758099|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000392|https://healthcare.cmcseoul.or.kr/bbs/view.do?idx=19|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5269|http://www.sm-eye.com/sub.php?PID=0302|https://blog.naver.com/mykbsmc2780/223330898484|https://www.snuh.org/board/B003/view.do?bbs_no=5998|https://health.severance.healthcare/health/encyclopedia/disease/body_board.do?mode=view&articleNo=66648&title=%ED%99%A9%EB%B0%98%EB%B3%80%EC%84%B1+%5BMacular+degeneration%5D|https://www.snubh.org/service/info/com/view.do?BNO=389&Board_ID=B004&RNUM=1,0,0.0,2026-03-23T02:38:21.685974
23,이석증이란 무엇인가?,정의형,False,,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32429|https://www.korl.or.kr/webzine/149/sub3.html|https://health.severance.healthcare/health/encyclopedia/disease/body_board.do?mode=view&articleNo=119835&title=%EC%9D%B4%EC%84%9D%EC%A6%9D+%5BBenign+paroxysmal+positional+vertigo%5D|https://blog.naver.com/mohw2016/221567520470?viewType=pc|https://mjh.or.kr/main/health/class/otolithiasis.do|https://www.entent.co.kr/html/?pmode=otolithiasis|https://blog.naver.com/ecmcism/223834903334|https://news.amc.seoul.kr/news/con/detail.do?cntId=5420,0,0.0,2026-03-23T02:38:48.468946
24,메니에르병이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32438|https://www.snuh.org/health/nMedInfo/nView.do?category=DIS&medid=AA000172|https://blog.naver.com/hyumc-pr/223793017963|https://www.snubh.org/dh/main/index.do?DP_CD=DZC&MENU_ID=005005|https://namu.wiki/w/%EB%A9%94%EB%8B%88%EC%97%90%EB%A5%B4%EB%B3%91|https://www.msdmanuals.com/ko/home/%EC%9D%B4%EB%B9%84%EC%9D%B8%ED%9B%84%EA%B3%BC-%EC%9E%A5%EC%95%A0/%EB%82%B4%EC%9D%B4-%EC%9E%A5%EC%95%A0/%EB%A9%94%EB%8B%88%EC%97%90%EB%A5%B4%EB%B3%91|https://www.snuh.org/%20health/nMedInfo/nView.do?category=DIS&medid=AA000172|https://bucheon.sejongh.co.kr/guide/disease-detail?wr_id=440&cate1=177&cate2=291&html_mode=text&Depth=2|https://www.korl.or.kr/info/sub01_12.php|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5964,0,0.0,2026-03-23T02:39:22.151415
25,협심증이란 무엇인가?,정의형,False,관련 링크,,https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32179|https://www.cnubh.com/cnuh/health/medicine/info.cs;WEB_JSESSIONID=CA980871D5B419019F936F6E1FF33D17?act=view&infoId=589&searchKeyword=&searchCondition=&pageIndex=1|https://namu.wiki/w/%ED%98%91%EC%8B%AC%EC%A6%9D|https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=6566|https://www.snuh.org/health/nMedInfo/nView.do?medid=AA000340|https://mjh.or.kr/cardio/health/class/angina02.do|https://www.khna.or.kr/homecare/03_cardi/heart05.php|https://blog.naver.com/happy_snubh/223783458940|https://mjh.or.kr/cardio/health/class/angina.do|https://www.msdmanuals.com/ko/home/%EC%8B%AC%EC%9E%A5-%EB%B0%8F-%ED%98%88%EA%B4%80-%EC%9E%A5%EC%95%A0/%EA%B4%80%EC%83%81%EB%8F%99%EB%A7%A5%EB%B3%91/%ED%98%91%EC%8B%AC%EC%A6%9D,0,0.0,2026-03-23T02:39:55.382698
